centre_name,centre_code,centre_address,postal_code,postal,address,latitude,longtitude
MY FIRST SKOOL,NT0300,"85,WHAMPOA DRIVE,#01-268,320085",320085,320085,85 WHAMPOA DRIVE WHAMPOA VIEW SINGAPORE 320085,1.3228104509999998,103.85645799999999
MY FIRST SKOOL,NT0535,"681A,JURONG WEST CENTRAL 1,#01-94,641681",641681,641681,681A JURONG WEST CENTRAL 1 HDB-JURONG WEST SINGAPORE 641681,1.344408627,103.7051952
MY FIRST SKOOL,NT0487,"409,JURONG WEST STREET 42,#01-899,640409",640409,640409,409 JURONG WEST STREET 42 HDB-JURONG WEST SINGAPORE 640409,1.354097927,103.7253247
MY WORLD PRESCHOOL LTD.,YM0161,"9B,BOON TIONG ROAD,#01-515,163009",163009,163009,9B BOON TIONG ROAD TIONG BAHRU VIEW SINGAPORE 163009,1.286814173,103.82892829999999
TODDLERS' COTTAGE,PT8720,"118,ALJUNIED AVENUE 2,#03-102,380118",380118,380118,118 ALJUNIED AVENUE 2 HDB-GEYLANG EAST SINGAPORE 380118,1.320000402,103.88736309999999
MY FIRST SKOOL,NT0470,"671A,JURONG WEST STREET 65,#01-96,641671",641671,641671,671A JURONG WEST STREET 65 HDB-JURONG WEST SINGAPORE 641671,1.3440466080000002,103.70236109999999
ACE @ WORK ENRICHMENT PTE LTD,PT5550,"757,Choa Chu Kang North 5,#01-121,680757",680757,680757,757 CHOA CHU KANG NORTH 5 HDB-CHOA CHU KANG SINGAPORE 680757,1.392848018,103.7459142
MY FIRST SKOOL,NT0220,"518,JURONG WEST STREET 52,#01-129,640518",640518,640518,518 JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 640518,1.345086814,103.7179785
PAT'S SCHOOLHOUSE PTE LTD,PT2690,"30,Prinsep Street,#04-01,Income@Prinsep,188647",188647,188647,30 PRINSEP STREET PAT'S SCHOOLHOUSE PTE LTD SINGAPORE 188647,1.299023935,103.849437
MINDCHAMPS PRESCHOOL @ ZHONGSHAN PARK PTE. LTD.,PT8958,"18,AH HOOD ROAD,#05-51,329983",329983,329983,18 AH HOOD ROAD HIAP HOE BUILDING AT ZHONGSHAN PARK SINGAPORE 329983,1.327108135,103.84637430000001
My First Skool,NT0591,"438,BUKIT BATOK WEST AVENUE 8,#01-02,650438",650438,650438,438 BUKIT BATOK WEST AVENUE 8 WEST EDGE @ BUKIT BATOK SINGAPORE 650438,1.3580919059999998,103.7399582
MY WORLD PRESCHOOL LTD,YM0170,"116,JALAN TENTERAM,#01-07,MULTI STOREY CAR PARK,320116",320116,320116,116 JALAN TENTERAM TENTERAM PEAK SINGAPORE 320116,1.327699937,103.86123640000001
MINDCHAMPS PRESCHOOL @ PARAGON PTE. LIMITED,PT8730,"290,ORCHARD ROAD,#06-19,PARAGON, THE,238859",238859,238859,290 ORCHARD ROAD UOB THE PARAGON SINGAPORE 238859,1.30375856,103.8352403
CARPE DIEM ACE LEARNERS PTE. LTD.,PT9186,"2,BUKIT BATOK STREET 23,#01-12,BUKIT BATOK CONNECTION ,659554",659554,659554,2 BUKIT BATOK STREET 23 BUKIT BATOK CONNECTION SINGAPORE 659554,1.343794181,103.7534935
THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE. LTD.,WP1112,"9,WOODLANDS AVENUE 9,#01-01,REPUBLIC POLYTECHNIC,738964",738964,738964,9 WOODLANDS AVENUE 9 REPUBLIC POLYTECHNIC (W2) SINGAPORE 738964,1.4437630030000002,103.78428149999999
BETHANY PRESBYTERIAN CHILD DEVELOPMENT CENTRE,RC1020,"364-A,UPPER PAYA LEBAR ROAD,534965",534965,534965,364A UPPER PAYA LEBAR ROAD BETHANY PRESBYTERIAN CHURCH SINGAPORE 534965,1.348412257,103.8808137
KIDDIWINKIE SCHOOLHOUSE @ GRANDSTAND PTE LTD,PT8913,"200,TURF CLUB ROAD,#05-08,287994",287994,287994,200 TURF CLUB ROAD PEGASUS INTERNATIONAL PREESCHOOL SINGAPORE 287994,1.338994629,103.79313379999999
SUPERLAND PRE-SCHOOL (UE SQUARE) PTE. LTD.,PT9257,"81A,CLEMENCEAU AVENUE,#04-15,UE SQUARE,239918",239918,239918,81A CLEMENCEAU AVENUE UE SQUARE SINGAPORE 239918,1.2920341359999998,103.8426958
CARPE DIEM KIDZ UNIVERSE PTE. LTD.,PT8641,"3,RUSSELS ROAD,118282",118282,118282,3 RUSSELS ROAD SINGAPORE 118282,1.285337374,103.7970843
ETONHOUSE PRE-SCHOOL PTE LTD,PT8351,"717,MOUNTBATTEN ROAD,437737",437737,437737,717 MOUNTBATTEN ROAD ETONHOUSE PRE-SCHOOL (717 MOUNTBATTEN) SINGAPORE 437737,1.301118037,103.8866645
TOTS TOWN PRESCHOOL @ SEMBAWANG,PT4520,"480,SEMBAWANG DRIVE,#01-455,750480",750480,750480,480 SEMBAWANG DRIVE HDB-SEMBAWANG SINGAPORE 750480,1.452202126,103.8151687
EN-NAEEM MOSQUE KINDERGARTEN,RC1820,"120,TAMPINES ROAD,MASJID EN-NAEEM,535136",535136,535136,120 TAMPINES ROAD EN-NAEEM MOSQUE KINDERGARTEN SINGAPORE 535136,1.3609293130000002,103.89255109999999
MODERN MONTESSORI PRESCHOOL CENTRE,PT8548,"368,BUKIT BATOK STREET 31,#01-485,650368",650368,650368,368 BUKIT BATOK STREET 31 HDB-BUKIT BATOK SINGAPORE 650368,1.3603810490000001,103.7509239
JUST KIDS @MARINE PARADE PTE. LTD.,PT8350,"50,MARINE TERRACE,#02-265,MARINE PARADE DISTRICT HALL,440050",440050,440050,50 MARINE TERRACE MARINE PARADE TOWN COUNCIL (MAIN OFFICE) SINGAPORE 440050,1.305316228,103.9158868
MY WORLD PRESCHOOL LTD.,YM0152,"4,BOON KENG ROAD,#01-110,330004",330004,330004,4 BOON KENG ROAD HDB-KALLANG BASIN SINGAPORE 330004,1.315698964,103.8597852
CHERIE HEARTS LITTLE PLAY HOUSE PTE LTD,PT8420,"30,Tai Seng Street,#02-12,Breadtalk IHQ,534013",534013,534013,30 TAI SENG STREET UOB TAI SENG BRANCH SINGAPORE 534013,1.334345267,103.8896375
MOE Kindergarten @ Fern Green,KM0025,"70,Fernvale Link,Fern Green Primary School,797538",797538,797538,70 FERNVALE LINK FERN GREEN PRIMARY SCHOOL SINGAPORE 797538,1.397620783,103.88021009999999
MOE Kindergarten @Kranji,KM0024,"11,Chua Chu Kang Street 54,Kranji Primary School,689189",689189,689189,11 CHOA CHU KANG STREET 54 KRANJI PRIMARY SCHOOL SINGAPORE 689189,1.3939100309999999,103.74741540000001
MOE KINDERGARTEN @ FIRST TOA PAYOH,KM0023,"7,Lorong 8 Toa Payoh,First Toa Payoh Primary School,319252",319252,319252,7 LORONG 8 TOA PAYOH NASCANS FIRST TOA PAYOH STUDENT CARE CENTRE SINGAPORE 319252,1.340322987,103.85552990000001
MOE KINDERGARTEN @ PEI TONG,KM0022,"15,Clementi Ave 5,Pei Tong Primary School,129857",129857,129857,15 CLEMENTI AVENUE 5 PEI TONG PRIMARY SCHOOL SINGAPORE 129857,1.316148017,103.76757629999999
MOE KINDERGARTEN @ WELLINGTON,KM0021,"10,Wellington Circle,Wellington Primary School,757702",757702,757702,10 WELLINGTON CIRCLE PRO-TEACH SCHOOLCARE (WELLINGTON) SINGAPORE 757702,1.4518908330000002,103.82234190000001
MOE Kindergarten @ Fernvale,KM0020,"1,Fernvale Lane,Fernvale Primary School,797701",797701,797701,1 FERNVALE LANE PRO-TEACH SCHOOLCARE (FERNVALE) SINGAPORE 797701,1.389979399,103.874101
MOE KINDERGARTEN @ ANCHOR GREEN,KM0019,"31,Anchorvale Drive,Anchor Green Primary School,544969",544969,544969,31 ANCHORVALE DRIVE ANCHOR GREEN PRIMARY SCHOOL SINGAPORE 544969,1.390662478,103.8872561
MOE KINDERGARTEN @ WATERWAY,KM0018,"70,Punggol Drive,Waterway Primary School,828802",828802,828802,70 PUNGGOL DRIVE WATERWAY PRIMARY SCHOOL SINGAPORE 828802,1.39915421,103.9186708
MOE KINDERGARTEN @ PUNGGOL COVE,KM0017,"52,Sumang Walk,Punggol Cove Primary School,828674",828674,828674,52 SUMANG WALK PUNGGOL COVE PRIMARY SCHOOL SINGAPORE 828674,1.411563565,103.8989704
MOE KINDERGARTEN @ SPRINGDALE,KM0014,"71,ANCHORVALE LINK,SPRINGDALE PRIMARY SCHOOL,544799",544799,544799,71 ANCHORVALE LINK MOE KINDERGARTEN @ SPRINGDALE SINGAPORE 544799,1.394754077,103.8896116
MOE KINDERGARTEN @ FERNVALE LINK,KM0011,"470A,FERNVALE LINK,791470",791470,791470,470A FERNVALE LINK FERNVALE RIVERGROVE SINGAPORE 791470,1.396478481,103.8794939
MOE KINDERGARTEN @ SENGKANG GREEN,KM0007,"15,Fernvale Road,Sengkang Green Primary School,797636",797636,797636,15 FERNVALE ROAD MOE KINDERGARTEN @ SENGKANG GREEN SINGAPORE 797636,1.392540093,103.8749849
MOE KINDERGARTEN @ TAMPINES,KM0005,"489C,Tampines Street 45,522489",522489,522489,489C TAMPINES STREET 45 HDB-TAMPINES SINGAPORE 522489,1.361785655,103.9565325
MOE KINDERGARTEN @ PUNGGOL VIEW,KM0004,"9,Punggol Place,828845",828845,828845,9 PUNGGOL PLACE PCF SPARKLETOTS KCARE CENTRE@PUNGGOL VIEW SINGAPORE 828845,1.405145826,103.9051564
MOE KINDERGARTEN @ FARRER PARK,KM0003,"2,Farrer Park Road,Farrer Park Primary School,217567",217567,217567,2 FARRER PARK ROAD FARRER PARK PRIMARY SCHOOL SINGAPORE 217567,1.312504162,103.8509027
CHILDFIRST@TAMPINES PTE. LTD.,PT9078,"3,TAMPINES CENTRAL 1,#05-01,ABACUS PLAZA,529540",529540,529540,3 TAMPINES CENTRAL 1 CHILDFIRST@TAMPINES PTE. LTD. SINGAPORE 529540,1.352703301,103.9428946
Cavenur Kindergarten Pte Ltd,PT9600,"741,TAMPINES STREET 72,#01-74,520741",520741,520741,741 TAMPINES STREET 72 TAMPINES GREEN VALE SINGAPORE 520741,1.3600117840000001,103.9330438
SMILING STAR SINGAPORE PTE. LTD,PT7690,"8,PENDING ROAD,#03-03,BUKIT PANJANG COMMUNITY CLUB,678295",678295,678295,8 PENDING ROAD SMILING STAR SINGAPORE 678295,1.376450749,103.7705588
KINGDOM EDUCATION PTE. LTD.,PT9371,"182,JALAN JURONG KECHIL,#01-67,THE HILLFORD,596152",596152,596152,182 JALAN JURONG KECHIL THE HILLFORD SINGAPORE 596152,1.344043373,103.7695439
LITTLE PADDINGTON PRESCHOOL SERANGOON PTE. LTD.,PT9182,"4,JALAN TANI,548542",548542,548542,4 JALAN TANI SINGAPORE 548542,1.365963561,103.88498709999999
BAMBINI MONTESSORI PTE. LTD.,PT8595,"131,JALAN BUKIT MERAH,#01-1591,160131",160131,160131,131 JALAN BUKIT MERAH KIM TIAN VISTA SINGAPORE 160131,1.280189419,103.82817840000001
SKOOL4KIDZ CENTRE,SK0022,"606B,TAMPINES STREET 61,#01-404,TAMPINES GREENRIDGES,522606",522606,522606,606B TAMPINES STREET 61 TAMPINES GREENRIDGES SINGAPORE 522606,1.362301658,103.93740179999999
SAFARI HOUSE PRESCHOOL SENGKANG,PT9644,"21,FERNVALE ROAD,#01-01,HIGH PARK RESIDENCES,797637",797637,797637,21 FERNVALE ROAD HIGH PARK RESIDENCES SINGAPORE 797637,1.3963896130000002,103.8751328
NOBLELAND ARTS N LEARNING PLACE @CLEMENTI PTE. LTD.,PT9203,"311C,CLEMENTI AVENUE 4,#01-187,123311",123311,123311,311C CLEMENTI AVENUE 4 TRIVELIS SINGAPORE 123311,1.320105793,103.7655735
SWEETLANDS CHILDCARE WOODLANDS 886C PTE. LTD.,PT9058,"886C,WOODLANDS DRIVE 50,#01-553,733886",733886,733886,886C WOODLANDS DRIVE 50 TREEGROVE@WOODLANDS SINGAPORE 733886,1.43781873,103.7941448
NOBLELAND ARTS N LEARNING PLACE @PUNGGOL PTE. LTD.,PT9204,"261,PUNGGOL WAY,#01-07,MULTI STOREY CAR PARK,820261",820261,820261,261 PUNGGOL WAY PUNGGOL TOPAZ SINGAPORE 820261,1.4054135369999998,103.8968239
NOBLELAND ARTS N LEARNING PLACE @WATERWAY PTE. LTD.,PT9202,"665A,PUNGGOL DRIVE,#02-512,821665",821665,821665,665A PUNGGOL DRIVE WATERWAY WOODCRESS SINGAPORE 821665,1.402127691,103.9135785
GREENLAND CHILDCARE @ PUNGGOL PTE LTD,PT9241,"308A,PUNGGOL WALK,#01-448,WATERWAY TERRACES I,821308",821308,821308,308A PUNGGOL WALK WATERWAY TERRACES I SINGAPORE 821308,1.407754256,103.90090620000001
BRAINY BUNCH INTERNATIONAL MONTESSORI (WOODLANDS),PT9399,"21,WOODLANDS CLOSE,#01-10,PRIMZ BIZHUB,737854",737854,737854,21 WOODLANDS CLOSE PRIMZ BIZHUB SINGAPORE 737854,1.435078829,103.8047627
LEARNING VISION @ WORK PTE. LTD.,PT4770,"548,Woodlands Drive 44,#02-20,Vista Point,730548",730548,730548,548 WOODLANDS DRIVE 44 UOB VISTA POINT SINGAPORE 730548,1.4308400680000002,103.79341629999999
APPLELAND PLAYHOUSE,PT4530,"104C,DEPOT ROAD,#01-03,103104",103104,103104,104C DEPOT ROAD DEPOT HEIGHTS SINGAPORE 103104,1.280546798,103.8115715
MINDCHAMPS PRESCHOOL @ BEDOK PTE. LTD.,PT9074,"750C,CHAI CHEE ROAD,#01-01,TECHNOPARK @ CHAI CHEE,469003",469003,469003,750C CHAI CHEE ROAD VIVA BUSINESS PARK SINGAPORE 469003,1.323159298,103.92098
MINDCHAMPS PRESCHOOL @ WEST COAST PLAZA PTE. LIMITED,PT9175,"154,WEST COAST ROAD,#01-63,WEST COAST PLAZA,127371",127371,127371,154 WEST COAST ROAD OCBC WEST COAST PLAZA SINGAPORE 127371,1.303818114,103.7662664
CUDDLE KIDS PLAYHOUSE PTE. LTD.,PT7300,"539,WOODLANDS DRIVE 16,#01-117,730539",730539,730539,539 WOODLANDS DRIVE 16 HDB-WOODLANDS SINGAPORE 730539,1.4290771169999998,103.7922559
IMAN CHILDCARE (SIMEI) PTE. LTD.,PT8501,"154,SIMEI STREET 1,#01-75,520154",520154,520154,154 SIMEI STREET 1 HDB-TAMPINES SINGAPORE 520154,1.344806925,103.9569966
YMCA CHILD DEVELOPMENT CENTRE,RC1140,"171,WOODLANDS STREET 11,#01-55,730171",730171,730171,171 WOODLANDS STREET 11 HDB-WOODLANDS SINGAPORE 730171,1.433974979,103.7765268
MY FIRST SKOOL,NT0488,"487,PASIR RIS DRIVE 4,#01-507,510487",510487,510487,487 PASIR RIS DRIVE 4 HDB-PASIR RIS SINGAPORE 510487,1.374941287,103.96059
MAPLEBEAR SMARTCUBS PTE. LTD.,PT9297,"2,KALLANG AVENUE,#04-16,CT HUB,339407",339407,339407,2 KALLANG AVENUE CT HUB SINGAPORE 339407,1.312135661,103.86285500000001
MY FIRST SKOOL,NT0573,"706,HOUGANG AVENUE 2,#01-181,530706",530706,530706,706 HOUGANG AVENUE 2 HDB-HOUGANG SINGAPORE 530706,1.365960368,103.8886465
E-BRIDGE PRE-SCHOOL PTE LTD,EB0016,"92,TELOK BLANGAH STREET 31,#02-257,100092",100092,100092,92 TELOK BLANGAH STREET 31 TELOK BLANGAH PARCVIEW SINGAPORE 100092,1.276212042,103.8076522
INNATE MONTESSORI PTE. LTD.,PT8491,"25,JALAN KAKATUA,JURONG PARK,598543",598543,598543,25 JALAN KAKATUA JURONG PARK SINGAPORE 598543,1.344062203,103.7662782
KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE,RC1719,"979C,BUANGKOK CRESCENT,#01-105,533979",533979,533979,979C BUANGKOK CRESCENT HDB-HOUGANG SINGAPORE 533979,1.379538909,103.87995440000002
PAT'S SCHOOLHOUSE PTE. LTD.,PT9381,"35,LOTUS AVENUE,LUCKY PARK,277618",277618,277618,35 LOTUS AVENUE LUCKY PARK SINGAPORE 277618,1.328409521,103.79320729999999
BERRY TREE@PUNGGOL PTE LTD,PT9293,"195C,PUNGGOL ROAD,#01-532,THE PERIWINKLE,823195",823195,823195,195C PUNGGOL ROAD THE PERIWINKLE SINGAPORE 823195,1.4010920709999999,103.9068312
HUNDRED THOUGHTS PTE LTD,PT9233,"456,ALEXANDRA ROAD,#04-01,119962",119962,119962,456 ALEXANDRA ROAD HUNDRED THOUGHTS PTE LTD SINGAPORE 119962,1.275214866,103.80133000000001
WHIZLAND MONTESSORI PTE. LTD.,PT9025,"151,JALAN TECK WHYE,#01-21,680151",680151,680151,151 JALAN TECK WHYE HDB-CHOA CHU KANG SINGAPORE 680151,1.378410614,103.75725109999999
LEARNING KIDZ ACADEMY PTE. LTD.,PT9076,"5,TAMPINES CENTRAL 1,#05-01,TAMPINES PLAZA,529541",529541,529541,5 TAMPINES CENTRAL 1 TAMPINES PLAZA SINGAPORE 529541,1.353166375,103.94268829999999
MY FIRST SKOOL,NT0489,"341,TAMPINES STREET 33,#01-264,520341",520341,520341,341 TAMPINES STREET 33 HDB-TAMPINES SINGAPORE 520341,1.351145702,103.9611349
SAFARI HOUSE PRESCHOOL BT TIMAH,PT9180,"170,UPPER BUKIT TIMAH ROAD,#B2-19,BUKIT TIMAH SHOPPING CENTRE,588179",588179,588179,170 UPPER BUKIT TIMAH ROAD BUKIT TIMAH SHOPPING CENTRE SINGAPORE 588179,1.343320789,103.7758542
MY FIRST SKOOL,NT0280,"487C,TAMPINES STREET 45,#01-115,522487",522487,522487,487C TAMPINES STREET 45 HDB-TAMPINES SINGAPORE 522487,1.3607582040000001,103.95788420000001
ICHIBAN MONTESSORI CHILDCARE CENTRE (CCK) PTE LTD,PT9128,"427,CHOA CHU KANG AVENUE 4,680427",680427,680427,427 CHOA CHU KANG AVENUE 4 HDB-CHOA CHU KANG SINGAPORE 680427,1.380884194,103.7397635
Arts Kidz Pre-School Pte Ltd,PT9684,"10,10 RAEBURN PARK,#02-33,088702",088702,088702,10 RAEBURN PARK SINGAPORE 088702,1.273493816,103.8333561
SUNSHINE KIDS CARE CENTRE PTE. LTD.,PT8952,"101B,PUNGGOL FIELD,#01-476,822101",822101,822101,101B PUNGGOL FIELD HDB-PUNGGOL SINGAPORE 822101,1.397847151,103.9064361
APRICOT ACADEMY (LAGUNA) PTE. LTD.,PT8817,"5000G,MARINE PARADE ROAD,#01-28,LAGUNA PARK,449290",449290,449290,5000G MARINE PARADE ROAD LAGUNA PARK SINGAPORE 449290,1.310084016,103.93219350000001
LEARNING VISION @ WORK PTE LTD,PT8040,"12,GENTLE ROAD,309198",309198,309198,12 GENTLE ROAD SINGAPORE 309198,1.320130765,103.8407939
CHILTERN HOUSE TURF CLUB,PT5400,"232,TURF CLUB ROAD,287982",287982,287982,232 TURF CLUB ROAD SINGAPORE 287982,1.3346358520000001,103.79370540000001
MY FIRST SKOOL,NT0503,"803,TAMPINES AVENUE 4,#01-89,520803",520803,520803,803 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520803,1.345198087,103.93768859999999
LITTLE PETALS PRESCHOOL PTE. LTD.,PT9205,"6,YISHUN INDUSTRIAL STREET 1,#01-06,NORTH VIEW BIZHUB,768090",768090,768090,6 YISHUN INDUSTRIAL STREET 1 PICKET FENCE @ YISHUN PTE. LTD. SINGAPORE 768090,1.4367809669999998,103.8436189
SWEETLANDS CHILDCARE YISHUN 458 PTE. LTD.,PT8866,"458,YISHUN AVENUE 11,#01-742,760458",760458,760458,458 YISHUN AVENUE 11 DEW SPRING @ YISHUN SINGAPORE 760458,1.420667317,103.8462078
SKOOL4KIDZ CENTRE,SK0009,"807C,CHAI CHEE ROAD,#01-56,PING YI GREENS,463807",463807,463807,807C CHAI CHEE ROAD PING YI GREENS SINGAPORE 463807,1.327997941,103.9232486
SKOOL4KIDZ CENTRE,SK0002,"24,MARSILING DRIVE,#01-191,730024",730024,730024,24 MARSILING DRIVE MARSILING GREEN SINGAPORE 730024,1.441505331,103.7721316
SKOOL4KIDZ CENTRE,SK0005,"636C,SENJA ROAD,#01-335,673636",673636,673636,636C SENJA ROAD SENJA PARC VIEW SINGAPORE 673636,1.387434546,103.7591186
DAYSTAR CHILD DEVELOPMENT CENTRE,RC0890,"8,HOLLAND AVENUE,#01-32,271008",271008,271008,8 HOLLAND AVENUE HDB-QUEENSTOWN SINGAPORE 271008,1.3065140640000001,103.794223
GLOBAL TOTS PTE. LTD.,PT9075,"1/3,JALAN HITAM MANIS,278418",278418,278418,3 JALAN HITAM MANIS CHIP BEE GARDENS SINGAPORE 278418,1.3102541429999999,103.7992577
YMCA CHILD DEVELOPMENT CENTRE-BUKIT BATOK,RC0490,"225,BUKIT BATOK CENTRAL,#01-89,650225",650225,650225,225 BUKIT BATOK CENTRAL HDB-BUKIT BATOK SINGAPORE 650225,1.348496075,103.7526077
MY FIRST SKOOL,NT0474,"347,WOODLANDS AVENUE 3,#01-109,730347",730347,730347,347 WOODLANDS AVENUE 3 HDB-WOODLANDS SINGAPORE 730347,1.4331914030000001,103.7815949
BIG FOOT PRE SCHOOL LLP,PT9281,"196,WEST COAST ROAD,127375",127375,127375,196 WEST COAST ROAD SINGAPORE 127375,1.308689837,103.7614177
LEARNING VISION @ WORK PTE. LTD.,WP0280,"11,JALAN TAN TOCK SENG 4TH LEVEL,TAN TOCK SENG HOSPITAL,308433",308433,308433,11 JALAN TAN TOCK SENG SINGAPORE 308433,1.319499928,103.8499006
THE LITTLE SKOOL-HOUSE INTERNATIONAL PTE LTD,WP1102,"90,YISHUN CENTRAL,#04-01,KHOO TECK PUAT HOSPITAL,768828",768828,768828,90 YISHUN CENTRAL DBS KHOO TECK PUAT HOSPITAL SINGAPORE 768828,1.423864587,103.8384081
KIDSCAMPUS WEST COAST PTE LTD,PT9478,"509,WEST COAST DRIVE,#01-283,WEST COAST VISTA,120509",120509,120509,509 WEST COAST DRIVE WEST COAST VISTA SINGAPORE 120509,1.311157758,103.76101750000001
THINKERSTAR PRESCHOOL PTE. LTD.,PT9171,"701,WOODLANDS DRIVE 40,#01-102,730701",730701,730701,701 WOODLANDS DRIVE 40 HDB-WOODLANDS SINGAPORE 730701,1.441797082,103.796074
Divinity KIndergarten,PT9588,"70,UBI CRESCENT,#01-05,408570",408570,408570,70 UBI CRESCENT UBI TECHPARK SINGAPORE 408570,1.326710178,103.895046
OUR FUTURE PRODIGIES PTE. LTD.,PT8604,"37,JALAN BELANGKAS,369400",369400,369400,37 JALAN BELANGKAS SINGAPORE 369400,1.32918889,103.88363570000001
LEAP KIDS PRESCHOOL @ WOODLANDS PTE LTD,PT9030,"11,WOODLANDS CLOSE,#01-40,WOODLANDS 11,737853",737853,737853,11 WOODLANDS CLOSE STAR LEARNERS @ WOODLANDS PTE LTD SINGAPORE 737853,1.434758403,103.80272109999999
CARPE DIEM STARLETS 1 PTE. LTD.,PT8905,"110,TECK WHYE LANE,#01-586,680110",680110,680110,110 TECK WHYE LANE HDB-CHOA CHU KANG SINGAPORE 680110,1.378236953,103.75220829999999
URBAN KIDS CHILDCARE PTE LTD,PT9266,"7,GAMBAS CRESCENT,#01-39,ARK@GAMBAS,757087",757087,757087,7 GAMBAS CRESCENT ARK@GAMBAS SINGAPORE 757087,1.444772736,103.8127405
MAPLEBEAR GRANDSTAND PTE LTD,PT8597,"100,TURF CLUB ROAD,#01-02,HORSE CITY,287992",287992,287992,100 TURF CLUB ROAD MAPLEBEAR GRANDSTAND PTE LTD SINGAPORE 287992,1.334219598,103.79589820000001
MY LITTLE GEMS PRIVATE LIMITED,PT9052,"38,JALAN EUNOS,#03419500",419500,419500,38 JALAN EUNOS KEMBANGAN ESTATE SINGAPORE 419500,1.32061534,103.9054578
CHILDFIRST@DUNEARN PTE. LTD.,PT8822,"896,DUNEARN ROAD,#04-02,SIME DARBY CENTRE,589472",589472,589472,896 DUNEARN ROAD LINK@896 SINGAPORE 589472,1.33662109,103.78378590000001
BRIGHT KIDS @ JURONG WEST PTE LTD,PT4140,"641,JURONG WEST STREET 61,#01-38,640641",640641,640641,641 JURONG WEST STREET 61 HDB-JURONG WEST SINGAPORE 640641,1.340668114,103.6963568
SAFARI HOUSE PRESCHOOL THOMSON,PT9000,"50,TAGORE LANE,#B1-4,ENTREPRENEUR CENTRE,787494",787494,787494,50 TAGORE LANE SINGAPORE 787494,1.383708674,103.82844109999999
KIDZ MEADOW CHILDCARE & DEVELOPMENT CENTRE,RC1040,"874,WOODLANDS STREET 82,#01-522,730874",730874,730874,874 WOODLANDS STREET 82 HDB-WOODLANDS SINGAPORE 730874,1.4429323440000001,103.7895457
CAMBERLEY INTERNATIONAL PRE-SCHOOL PRIVATE LIMITED,PT9480,"14,JALAN CHELAGI,BUKIT LOYANG ESTATE,509575",509575,509575,14 JALAN CHELAGI BUKIT LOYANG ESTATE SINGAPORE 509575,1.361021983,103.9649522
E-BRIDGE PRE-SCHOOL PTE. LTD.,EB0002,"615B,EDGEFIELD PLAINS,#01-339,822615",822615,822615,615B EDGEFIELD PLAINS PUNGGOL SPRING SINGAPORE 822615,1.403745882,103.9098829
MY FIRST SKOOL,NT0551,"49,WHAMPOA SOUTH,#01-08,330049",330049,330049,49 WHAMPOA SOUTH HDB-KALLANG/WHAMPOA SINGAPORE 330049,1.324487374,103.8663682
SPRING BUDS LEARNING CAMPUS PTE LTD,PT9282,"878A,SEMBAWANG ROAD,SEMBAWANG SQUARE ESTATE,758467",758467,758467,878A SEMBAWANG ROAD SEMBAWANG SQUARE ESTATE SINGAPORE 758467,1.450262276,103.82839
MLK EDUCATION PTE. LTD.,PT9481,"1,WEST COAST DRIVE,#01-05,NEWEST,128020",128020,128020,1 WEST COAST DRIVE NEWEST SINGAPORE 128020,1.316413219,103.75745129999999
NANYANG CHILDREN SCHOOL,PT9676,"78B,TELOK BLANGAH STREET 32,#02-17,NA,102078",102078,102078,78B TELOK BLANGAH STREET 32 SINGAPORE 102078,1.27363296,103.8083352
CARPE DIEM YOUNG MINDS PTE. LTD.,PT8461,"219,TAMPINES STREET 24,#01-28,520219",520219,520219,219 TAMPINES STREET 24 HDB-TAMPINES SINGAPORE 520219,1.3547924390000001,103.9526127
MY FIRST SKOOL,NT0580,"2,PUNGGOL DRIVE,828803",828803,828803,2 PUNGGOL DRIVE SINGAPORE 828803,1.407176432,103.9044371
The Kids' Inn,PT9675,"11,LORONG 37 GEYLANG,#02-00,387908",387908,387908,11 LORONG 37 GEYLANG SINGAPORE 387908,1.315989455,103.8894481
MY FIRST SKOOL,NT0486,"339,CLEMENTI AVENUE 5,#01-258,120339",120339,120339,339 CLEMENTI AVENUE 5 HDB-CLEMENTI SINGAPORE 120339,1.319663167,103.76913979999999
CHERIE HEARTS PRESCHOOL PTE. LTD.,WP0731,"8,KALLANG SECTOR,#02-00,349282",349282,349282,8 KALLANG SECTOR INFINEON SINGAPORE 349282,1.324295115,103.87323029999999
CHERIE HEARTS @ BEDOK CENTRAL PTE. LTD.,PT8687,"219,BEDOK CENTRAL,#01-140A,MULTI STOREY CAR PARK,460219",460219,460219,219 BEDOK CENTRAL LINEAR GREEN @ BEDOK SINGAPORE 460219,1.325005853,103.93295440000001
BRIGHT KIDS SCHOOL HOUSE PTE LTD,PT7290,"173D,PUNGGOL FIELD,#01-635,824173",824173,824173,173D PUNGGOL FIELD HDB-PUNGGOL SINGAPORE 824173,1.396007992,103.9107647
SAFARI HOUSE PRESCHOOL TOA PAYOH,WP1111,"530,LORONG 6 TOA PAYOH,#03-01,HDB HUB,310530",310530,310530,530 LORONG 6 TOA PAYOH OCBC TOA PAYOH BUS INTERCHANGE SINGAPORE 310530,1.3324583540000001,103.84711659999999
