centre_name,centre_code,centre_address,postal_code,postal,address,latitude,longtitude
SGM LITTLE KIDZ @ RIVERVALE,RC1739,"188C,RIVERVALE DRIVE,#01-1042,543188",543188,543188,188C RIVERVALE DRIVE RIVERVALE GATEWAY SINGAPORE 543188,1.395221627,103.9048086
IMONTESSORI PTE. LTD.,PT9082,"12,KALLANG AVENUE,#03-37,APERIA,339511",339511,339511,12 KALLANG AVENUE JOSIAH BABIES (APERIA) SINGAPORE 339511,1.30974242,103.8641017
SKOOL4KIDZ CENTRE,SK0007,"673A,EDGEFIELD PLAINS,#01-593,821673",821673,821673,673A EDGEFIELD PLAINS WATERWAY BANKS SINGAPORE 821673,1.406676726,103.91161329999998
MY WORLD PRESCHOOL LTD.,YM0154,"725,WOODLANDS AVENUE 6,#01-494,730725",730725,730725,725 WOODLANDS AVENUE 6 HDB-WOODLANDS SINGAPORE 730725,1.444356973,103.7991197
PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 145 (CC),ST0092,"145,MEI LING STREET,#01-137,140145",140145,140145,145 MEI LING STREET HDB-QUEENSTOWN SINGAPORE 140145,1.293813729,103.80502790000001
PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 46 (CC),ST0023,"46,TANGLIN HALT RD,#01-289,142046",142046,142046,46 TANGLIN HALT ROAD SINGAPORE 142046,1.299070712,103.7979842
PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN BLK 365 (CC),ST0033,"365 ,COMMONWEALTH AVENUE,QUEENSTOWN COMMUNITY CENTRE,149732",149732,149732,365 COMMONWEALTH AVENUE PCF SPARKLETOTS PRESCHOOL @ QUEENSTOWN 365 (CC) SINGAPORE 149732,1.299150242,103.8013051
PCF Sparkletots Preschool @ Queenstown Blk 3 (KN),ST0216,"3,Jalan Bukit Merah,#01-5118,150003",150003,150003,3 JALAN BUKIT MERAH BRICKWORKS ESTATE SINGAPORE 150003,1.287133555,103.8070005
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL WEST BLK 222 (CC),ST0189,"222,SUMANG LANE,#01-02,MULTI STOREY CAR PARK,820222",820222,820222,222 SUMANG LANE MATILDA EDGE SINGAPORE 820222,1.401112238,103.89427090000001
PCF Sparkletots Preschool @ Punggol West Blk 308B (DS),ST0365,"308B,Punggol Walk,#01-364,822308",822308,822308,308B PUNGGOL WALK WATERWAY TERRACES I SINGAPORE 822308,1.4077667680000001,103.8995809
PCF Sparkletots Preschool @ Punggol West Blk 271A (KN),ST0360,"271A,Punggol Walk,#01-509,821271",821271,821271,271A PUNGGOL WALK PUNGGOL RESIDENCES SINGAPORE 821271,1.4037454040000001,103.9003189
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL NORTH (EY),ST0188,"50,EDGEFIELD PLAINS,828717",828717,828717,50 EDGEFIELD PLAINS SINGAPORE 828717,1.401853723,103.9104099
PCF Sparkletots Preschool @ Punggol North Blk 663A (DS),ST0367,"663A,Punggol Drive,#01-260,821663",821663,821663,663A PUNGGOL DRIVE WATERWAY SUNBEAM SINGAPORE 821663,1.4002434769999998,103.91708
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL NORTH BLK 172B (CC),ST0118,"172B,EDGEDALE PLAINS,#01-486,822172",822172,822172,172B EDGEDALE PLAINS SINGAPORE 822172,1.395724021,103.9118054
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL NORTH BLK 622C (CC),ST0127,"622C,PUNGGOL CENTRAL,#01-290,823622",823622,823622,622C PUNGGOL CENTRAL PUNGGOL SPECTRA SINGAPORE 823622,1.400668946,103.9109494
PCF Sparkletots Preschool @ Punggol North Blk 174D (KN),ST0359,"174D,Edgedale Plains,#01-193,824174",824174,824174,174D EDGEDALE PLAINS HDB-PUNGGOL SINGAPORE 824174,1.397359333,103.91011879999999
PCF Sparkletots Preschool @ Punggol North Blk 105D (KN),ST0358,"105D,Edgefield Plains,#01-59,824105",824105,824105,105D EDGEFIELD PLAINS SINGAPORE 824105,1.397175309,103.9052296
PCF Sparkletots Preschool @ Punggol North Blk 171C (KN),ST0357,"171C,Edgedale Plains,#01-438,823171",823171,823171,171C EDGEDALE PLAINS HDB-PUNGGOL SINGAPORE 823171,1.394775289,103.9134368
PCF SPARKLETOTS PRESCHOOL @ PUNGGOL COAST BLK 602 (CC),ST0108,"602,PUNGGOL CENTRAL,#01-01,MULTI STOREY CAR PARK,820602",820602,820602,602 PUNGGOL CENTRAL PUNGGOL VISTA SINGAPORE 820602,1.403197478,103.90735579999999
PCF Sparkletots Preschool @ Potong Pasir Blk 143 (DS),ST0230,"143,Potong Pasir Avenue 2,#01-24,350143",350143,350143,143 POTONG PASIR AVENUE 2 HDB-POTONG PASIR SINGAPORE 350143,1.332907621,103.8661688
PCF SPARKLETOTS PRESCHOOL @ PIONEER BLK 987D (CC),ST0099,"987D,JURONG WEST STREET 93,#01-595,644987",644987,644987,987D JURONG WEST STREET 93 SINGAPORE 644987,1.336596609,103.69537820000001
PCF SPARKLETOTS PRESCHOOL @ PIONEER BLK 661B (CC),ST0141,"661B,JURONG WEST STREET 64,#01-426,642661",642661,642661,661B JURONG WEST STREET 64 HDB-JURONG WEST SINGAPORE 642661,1.335993391,103.7056175
PCF SPARKLETOTS PRESCHOOL @ PIONEER BLK 694 (CC),ST0093,"694,JURONG WEST CENTRAL 1,#01-01,640694",640694,640694,694 JURONG WEST CENTRAL 1 HDB-JURONG WEST SINGAPORE 640694,1.3431210230000001,103.707052
PCF Sparkletots Preschool @ Pioneer Blk 654B (KN),ST0311,"654B,Jurong West Street 61,#01-490,642654",642654,642654,654B JURONG WEST STREET 61 HDB-JURONG WEST SINGAPORE 642654,1.336161152,103.69793990000001
PCF Sparkletots Preschool @ Pioneer Blk 642 (KN),ST0307,"642,Jurong West Street 61,#01-60,640642",640642,640642,642 JURONG WEST STREET 61 HDB-JURONG WEST SINGAPORE 640642,1.340369897,103.69583979999999
PCF Sparkletots Preschool @ Pioneer Blk 665A (KN),ST0310,"665A,Jurong West Street 64,#01-160,641665",641665,641665,665A JURONG WEST STREET 64 HDB-JURONG WEST SINGAPORE 641665,1.340093192,103.7031243
PCF Sparkletots Preschool @ Pioneer Blk 662B (KN),ST0312,"662B,Jurong West Street 64,#01-312,642662",642662,642662,662B JURONG WEST STREET 64 HDB-JURONG WEST SINGAPORE 642662,1.337019505,103.70338819999999
PCF Sparkletots Preschool @ Paya Lebar Blk 23 (KN),ST0268,"23,Hougang Avenue 3,#01-303,530023",530023,530023,23 HOUGANG AVENUE 3 HOUGANG VIEW SINGAPORE 530023,1.364866664,103.890728
DISCOVERY PLANET LIMITED PARTNERSHIP,PT9034,"7030,ANG MO KIO AVENUE 5,#01-46,NORTHSTAR @ AMK,569880",569880,569880,7030 ANG MO KIO AVENUE 5 LUCAS CHILDREN ACADEMY PTE. LTD. SINGAPORE 569880,1.3779234519999999,103.8753898
PCF Sparkletots Preschool @ Paya Lebar Blk 125 (KN),ST0269,"125,Hougang Avenue 1,#01-1470,530125",530125,530125,125 HOUGANG AVENUE 1 HDB-HOUGANG SINGAPORE 530125,1.352409842,103.8864916
PCF SPARKLETOTS PRESCHOOL @ PASIR RIS WEST BLK 650 (CC),ST0013,"650,PASIR RIS DRIVE 10,#01-66,510650",510650,510650,650 PASIR RIS DRIVE 10 HDB-PASIR RIS SINGAPORE 510650,1.378727637,103.93807530000001
PCF Sparkletots Preschool @ Pasir Ris West Blk 517 (KN),ST0254,"517,Pasir Ris Street 52,#01-57,510517",510517,510517,517 PASIR RIS STREET 52 ELIAS PARKS ESTATE SINGAPORE 510517,1.374681012,103.94385030000001
PCF SPARKLETOTS PRESCHOOL @ BEDOK RESERVOIR-PUNGGOL BLK 470C (CC),ST0143,"470C,UPPER SERANGOON CRESCENT,#01-352,533470",533470,533470,470C UPPER SERANGOON CRESCENT HOUGANG PARKVIEW SINGAPORE 533470,1.378466901,103.9008042
CREATIVELAND CHILDCARE AND DEVELOPMENT CENTRE@YEW TEE PTE LTD,PT9328,"634,CHOA CHU KANG NORTH 6,#01-289,680634",680634,680634,634 CHOA CHU KANG NORTH 6 HDB-CHOA CHU KANG SINGAPORE 680634,1.396609114,103.7497294
PCF SPARKLETOTS PRESCHOOL @ PASIR RIS EAST BLK 412 (CC),ST0017,"412,PASIR RIS DRIVE 6,#01-373,510412",510412,510412,412 PASIR RIS DRIVE 6 HDB-PASIR RIS SINGAPORE 510412,1.373383143,103.95509709999999
PCF Sparkletots Preschool @ Pasir Ris East Blk 216 (KN),ST0252,"216,Pasir Ris Street 21,#01-184,510216",510216,510216,216 PASIR RIS STREET 21 HDB-PASIR RIS SINGAPORE 510216,1.3690227719999999,103.9609132
PCF Sparkletots Preschool @ Nee Soon East Blk 671 (DS),ST0371,"671,Yishun Avenue 4,#01-01,760671",760671,760671,671 YISHUN AVENUE 4 VINE GROVE @ YISHUN SINGAPORE 760671,1.419191163,103.8415813
PCF SPARKLETOTS PRESCHOOL@NEE SOON EAST BLK 312 (CC),ST0166,"312,YISHUN RING ROAD,#01-1210,760312",760312,760312,312 YISHUN RING ROAD YISHUN RIVERGREEN SINGAPORE 760312,1.431416566,103.8414574
PCF SPARKLETOTS PRESCHOOL @ NANYANG BLK 825 (CC),ST0155,"825,JURONG WEST STREET 81,#01-414,640825",640825,640825,825 JURONG WEST STREET 81 HDB-JURONG WEST SINGAPORE 640825,1.346190091,103.6932285
Bello Bambini Montessori Pte Ltd,PT9628,"37,JALAN PEMIMPIN,#01-12,MAPEX,577177",577177,577177,37 JALAN PEMIMPIN MAPEX SINGAPORE 577177,1.348905922,103.8409866
PCF Sparkletots Preschool @ Mountbatten Blk 51 (KN),ST0235,"51,Old Airport Road,#02-01,390051",390051,390051,51 OLD AIRPORT ROAD UOB OLD AIRPORT ROAD HAWKER CENTRE SINGAPORE 390051,1.308251578,103.8858333
PCF Sparkletots Preschool @ Moulmein - Cairnhill Blk 10 (DS),ST0221,"10,Gloucester Road,#01-33,210010",210010,210010,10 GLOUCESTER ROAD FARRER PARK GARDENS SINGAPORE 210010,1.313916587,103.8522098
PCF SPARKLETOTS PRESCHOOL @ MARSILING (CC),ST0169,"9,WOODLANDS STREET 12,738621",738621,738621,9 WOODLANDS STREET 12 SINGAPORE 738621,1.435831736,103.78063890000001
PCF SPARKLETOTS PRESCHOOL @ MARSILING BLK 339 (CC),ST0047,"339,Woodlands Ave 1,#01-553,730339",730339,730339,339 WOODLANDS AVENUE 1 HDB-WOODLANDS SINGAPORE 730339,1.4310043769999998,103.78160229999999
PCF SPARKLETOTS PRESCHOOL @ MARSILING BLK 334 (CC),ST0139,"334,WOODLANDS STREET 32,#01-13,730334",730334,730334,334 WOODLANDS STREET 32 HDB-WOODLANDS SINGAPORE 730334,1.430044167,103.7804546
PCF SPARKLETOTS PRESCHOOL @ MARSILING BLK 302 (CC),ST0074,"302,WOODLANDS STREET 31,#01-303,730302",730302,730302,302 WOODLANDS STREET 31 HDB-WOODLANDS SINGAPORE 730302,1.431511148,103.7744284
PCF SPARKLETOTS PRESCHOOL @ MARSILING BLK 12 (CC),ST0121,"12,MARSILING LANE,#01-23,730012",730012,730012,12 MARSILING LANE MARSILING GARDENS SINGAPORE 730012,1.440514129,103.7786216
PCF Sparkletots Preschool @ Marsiling Blk 302 (KN),ST0335,"302,Woodlands Street 31,#01-301,730302",730302,730302,302 WOODLANDS STREET 31 HDB-WOODLANDS SINGAPORE 730302,1.431511148,103.7744284
PCF Sparkletots Preschool @ Marsiling Blk 32 (KN),ST0334,"32,Marsiling Drive,#01-343,730032",730032,730032,32 MARSILING DRIVE MARSILING SAPPHIRE SINGAPORE 730032,1.443376098,103.7729181
PCF Sparkletots Preschool @ Macpherson Blk 31 (KN),ST0232,"31,Balam Road,#01-103,370031",370031,370031,31 BALAM ROAD BALAM GARDENS SINGAPORE 370031,1.3296823229999999,103.885408
PCF Sparkletots Preschool @ Macpherson Blk 108 (KN),ST0234,"108,Aljunied Crescent,#01-36,380108",380108,380108,108 ALJUNIED CRESCENT HDB-GEYLANG EAST SINGAPORE 380108,1.3191751520000001,103.88532159999998
PCF SPARKLETOTS PRESCHOOL @ LIMBANG Blk 567 (CC),ST0083,"567,CHOA CHU KANG STREET 52,#01-150,680567",680567,680567,567 CHOA CHU KANG STREET 52 HDB-CHOA CHU KANG SINGAPORE 680567,1.395132136,103.74587530000001
PCF SPARKLETOTS PRESCHOOL @ LIMBANG BLK 543 (EY),ST0205,"543,CHOA CHU KANG STREET 52,#01-70,680543",680543,680543,543 CHOA CHU KANG STREET 52 SINGAPORE 680543,1.393709631,103.7442892
PCF SPARKLETOTS PRESCHOOL @ LIMBANG BLK 786 (EY),ST0180,"786,CHOA CHU KANG DRIVE,#01-237,680786",680786,680786,786 CHOA CHU KANG DRIVE HDB-CHOA CHU KANG SINGAPORE 680786,1.395083408,103.7483491
PCF SPARKLETOTS PRESCHOOL @ KRETA AYER-KIM SENG BLK 79 (DS),ST0070,"79,INDUS ROAD,#01-435,INDUS GARDEN,161079",161079,161079,79 INDUS ROAD INDUS GARDEN SINGAPORE 161079,1.2910746240000002,103.8286902
PCF Sparkletots Preschool @ Kolam Ayer Blk 26B (CC),ST0381,"26B,ST. GEORGE'S LANE,ST GEORGE'S TOWERS,322026",322026,322026,26B SAINT GEORGE'S LANE SAINT GEORGE'S TOWERS SINGAPORE 322026,1.3216685,103.8627186
PCF SPARKLETOTS PRESCHOOL @ KOLAM AYER BLK 39 (CC),ST0098,"39,BENDEMEER ROAD,#01-01,MULTI STOREY CAR PARK,330039",330039,330039,39 BENDEMEER ROAD THE RIVER VISTA @ KALLANG SINGAPORE 330039,1.320756053,103.8662194
PCF Sparkletots Preschool @ Kolam Ayer Blk 64 (KN),ST0233,"64,Kallang Bahru,#01-375,330064",330064,330064,64 KALLANG BAHRU HDB-KALLANG/WHAMPOA SINGAPORE 330064,1.320346637,103.8683475
PCF SPARKLETOTS PRESCHOOL@KEBUN BARU BLK 260B (CC),ST0177,"260B,ANG MO KIO STREET 21,#01-151,KEBUN BARU COURT,562260",562260,562260,260B ANG MO KIO STREET 21 KEBUN BARU COURT SINGAPORE 562260,1.3688631880000002,103.8339501
PCF SPARKLETOTS PRESCHOOL @ KEBUN BARU BLK 109 (CC),ST0002,"109,ANG MO KIO AVENUE 4,#01-28,560109",560109,560109,109 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560109,1.370096538,103.8376878
PCF SPARKLETOTS PRESCHOOL @ KEBUN BARU BLK 172 (CC),ST0055,"172,ANG MO KIO AVENUE 4,#01-565,560172",560172,560172,172 ANG MO KIO AVENUE 4 KEBUN BARU LINK 1 SINGAPORE 560172,1.374694232,103.8364629
PCF SPARKLETOTS PRESCHOOL@KEAT HONG BLK 489B (CC),ST0156,"489B,CHOA CHU KANG AVENUE 5,#01-201,682489",682489,682489,489B CHOA CHU KANG AVENUE 5 SUNSHINE GARDENS SINGAPORE 682489,1.375736371,103.73958459999999
PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 435 (CC),ST0086,"435,CHOA CHU KANG AVENUE 4,#01-513,680435",680435,680435,435 CHOA CHU KANG AVENUE 4 HDB-CHOA CHU KANG SINGAPORE 680435,1.3851387640000001,103.74105
PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 353 (CC),ST0059,"353,CHOA CHU KANG CENTRAL,#01-313,680353",680353,680353,353 CHOA CHU KANG CENTRAL HDB-CHOA CHU KANG SINGAPORE 680353,1.382137071,103.7433975
PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 448 (CC),ST0029,"448,CHOA CHU KANG AVE 4,#01-285,680448",680448,680448,448 CHOA CHU KANG AVENUE 4 HDB-CHOA CHU KANG SINGAPORE 680448,1.380223068,103.7373465
PCF SPARKLETOTS PRESCHOOL @ KEAT HONG BLK 287 (CC),ST0035,"287,CHOA CHU KANG AVENUE 2,#01-199,680287",680287,680287,287 CHOA CHU KANG AVENUE 2 HDB-CHOA CHU KANG SINGAPORE 680287,1.378930955,103.7415643
PCF Sparkletots Preschool @ Keat Hong Blk 295 (DS),ST0329,"295,Choa Chu Kang Avenue 2,#01-169,680295",680295,680295,295 CHOA CHU KANG AVENUE 2 HDB-CHOA CHU KANG SINGAPORE 680295,1.3781664390000001,103.74096800000001
Brainy Bunch Hougang Pte. Ltd.,PT9726,"247,HOUGANG AVENUE 3,#01-452,530247",530247,530247,247 HOUGANG AVENUE 3 HDB-HOUGANG SINGAPORE 530247,1.35916575,103.8915243
PCF SPARKLETOTS PRESCHOOL @ KEMBANGAN CHAI CHEE BLK 341 (CC),ST0084,"341,UBI AVENUE 1,#01-915,400341",400341,400341,341 UBI AVENUE 1 KAMPONG UBI VIEW SINGAPORE 400341,1.3267126059999998,103.9015607
PCF SPARKLETOTS PRESCHOOL @ KEMBANGAN CHAI CHEE BLK 32 (CC),ST0104,"32,CHAI CHEE AVENUE,#01-222,461032",461032,461032,32 CHAI CHEE AVENUE ANSAR GARDEN SINGAPORE 461032,1.323717284,103.92500109999999
PCF Sparkletots Preschool @ Kembangan Chai Chee Blk 326 (KN),ST0237,"326,Ubi Avenue 1,#01-675,400326",400326,400326,326 UBI AVENUE 1 KAMPUNG UBI ESTATE SINGAPORE 400326,1.327171622,103.9038042
PCF Sparkletots Preschool @ Kembangan Chai Chee Blk 59 (KN),ST0241,"59,Chai Chee Road,#01-878,460059",460059,460059,59 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 460059,1.324889163,103.9202467
PCF Sparkletots Preschool @ Kampong Glam Blk 462 (DS),ST0220,"462,Crawford Lane,#03-33,190462",190462,190462,462 CRAWFORD LANE CRAWFORD COURT SINGAPORE 190462,1.30458618,103.86084079999999
PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 424 (CC),ST0075,"424,BEDOK NORTH AVENUE 1,#01-246,460424",460424,460424,424 BEDOK NORTH AVENUE 1 GARDEN HILL SINGAPORE 460424,1.32842001,103.9274827
PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 131 (CC),ST0007,"131,BEDOK NORTH AVENUE 3,#01-118,460131",460131,460131,131 BEDOK NORTH AVENUE 3 HDB-BEDOK SINGAPORE 460131,1.32696994,103.9358501
PCF SPARKLETOTS PRESCHOOL @ KAMPONG CHAI CHEE BLK 409 (CC),ST0183,"409,BEDOK NORTH AVENUE 2,#01-26,460409",460409,460409,409 BEDOK NORTH AVENUE 2 HDB-BEDOK SINGAPORE 460409,1.328102913,103.93293809999999
PCF Sparkletots Preschool @ Kampong Chai Chee Blk 135 (KN),ST0243,"135,Bedok North Street 2,#01-137,460135",460135,460135,135 BEDOK NORTH STREET 2 HDB-BEDOK SINGAPORE 460135,1.328735351,103.93650670000001
JUST KIDS @ TAMPINES PTE. LTD.,PT8546,"305,TAMPINES STREET 32,#01-80,520305",520305,520305,305 TAMPINES STREET 32 HDB-TAMPINES SINGAPORE 520305,1.3524134669999999,103.9558713
SWEETLANDS CHILDCARE PUNGGOL 612 PTE. LTD.,PT8800,"612,PUNGGOL DRIVE,#01-07,MULTI STOREY CAR PARK,820612",820612,820612,612 PUNGGOL DRIVE DAMAI GROVE SINGAPORE 820612,1.404610031,103.90866559999999
PCF SPARKLETOTS PRESCHOOL @ KAKI BUKIT BLK 525 (CC),ST0119,"525,BEDOK NORTH STREET 3,#01-410,460525",460525,460525,525 BEDOK NORTH STREET 3 HDB-BEDOK SINGAPORE 460525,1.334601139,103.9294453
AGAPE LITTLE UNI. @ COMPASSVALE PTE. LTD.,PT9337,"293B,COMPASSVALE CRESCENT,#01-53,COMPASSVALE BOARDWALK,542293",542293,542293,293B COMPASSVALE CRESCENT COMPASSVALE BOARDWALK SINGAPORE 542293,1.396991936,103.8959953
SHEFFIELD KIDSWORLD (SK) PTE. LTD.,PT8566,"131,RIVERVALE STREET,#01-868,540131",540131,540131,131 RIVERVALE STREET RIVERVALE PLAINS SINGAPORE 540131,1.3893442480000002,103.9030816
THE CHILDREN'S DISCOVERY CENTRE PTE LTD,PT6220,"184C,RIVERVALE CRESCENT,#01-199,540184",540184,540184,184 RIVERVALE CRESCENT MULTI STOREY CAR PARK SINGAPORE 540184,1.392089589,103.9082811
MAPLE BEAR EDUCARE PTE. LTD.,PT9520,"1,JALAN TAMAN,ST. MICHAEL'S PLACE,329022",329022,329022,1 JALAN TAMAN SAINT MICHAEL'S PLACE SINGAPORE 329022,1.325055225,103.8651782
PCF Sparkletots Preschool @ Kaki Bukit Blk 519 (KN),ST0245,"519,Bedok North Avenue 1,#01-372,460519",460519,460519,519 BEDOK NORTH AVENUE 1 HDB-BEDOK SINGAPORE 460519,1.3308761409999998,103.92805990000001
PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING BLK 455 (CC),ST0080,"455,JURONG WEST STREET 42,#01-136,640455",640455,640455,455 JURONG WEST STREET 42 HDB-JURONG WEST SINGAPORE 640455,1.351065505,103.71852779999999
PCF Sparkletots Preschool @ Jurong Spring Blk 465 (KN),ST0304,"465,Jurong West Street 41,#01-536,640465",640465,640465,465 JURONG WEST STREET 41 HONG KAH VILLE SINGAPORE 640465,1.350125959,103.72320959999999
PCS TAMPINES CENTRE,PW0090,"432,TAMPINES STREET 41,#01-555,520432",520432,520432,432 TAMPINES STREET 41 HDB-TAMPINES SINGAPORE 520432,1.358875714,103.9505355
PCF SPARKLETOTS PRESCHOOL @ JURONG SPRING BLK 528 (DS),ST0107,"528,JURONG WEST STREET 52,#01-359,640528",640528,640528,528 JURONG WEST STREET 52 HDB-JURONG WEST SINGAPORE 640528,1.3483216040000001,103.7169558
PCF Sparkletots Preschool @ Jalan Kayu Blk 999 (DS),ST0375,"999,BUANGKOK CRESCENT,#02-01,530999",530999,530999,999 BUANGKOK CRESCENT BUANGKOK PARKVISTA SINGAPORE 530999,1.384563864,103.8799463
PCF Sparkletots Preschool @ Jalan Kayu Blk 987C (DS),ST0361,"987C,Buangkok Green,#01-57,533987",533987,533987,987C BUANGKOK GREEN BUANGKOK VALE SINGAPORE 533987,1.37932815,103.8777892
PCF SPARKLETOTS PRESCHOOL @ JALAN KAYU BLK 517 (CC),ST0016,"517,SERANGOON NORTH AVENUE 4,#01-236,550517",550517,550517,517 SERANGOON NORTH AVENUE 4 HDB-SERANGOON NORTH ESTATE SINGAPORE 550517,1.3713234280000002,103.87408559999999
PCF Sparkletots Preschool @ Jalan Kayu Blk 518 (DS),ST0287,"518,Serangoon North Avenue 4,#01-218,550518",550518,550518,518 SERANGOON NORTH AVENUE 4 HDB-SERANGOON NORTH ESTATE SINGAPORE 550518,1.3716411819999998,103.8741031
PCF Sparkletots Preschool @ Jalan Kayu Blk 556 (DS),ST0293,"556,Ang Mo Kio Avenue 10,#01-1902,560556",560556,560556,556 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560556,1.3720323630000002,103.8576254
PCF Sparkletots Preschool @ Hougang Blk 328 (DS),ST0270,"328,Hougang Avenue 5,#01-196,530328",530328,530328,328 HOUGANG AVENUE 5 HDB-HOUGANG SINGAPORE 530328,1.368743698,103.89679709999999
PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 748 (CC),ST0105,"748,JURONG WEST STREET 73,#01-125,640748",640748,640748,748 JURONG WEST STREET 73 GEK POH VILLE SINGAPORE 640748,1.347753371,103.6979687
PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 419 (CC),ST0030,"419,BUKIT BATOK WEST AVENUE 2,#01-225,650419",650419,650419,419 BUKIT BATOK WEST AVENUE 2 HDB-BUKIT BATOK SINGAPORE 650419,1.3619473819999999,103.7461964
PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 345 (CC),ST0012,"345,BUKIT BATOK STREET 34,650345",650345,650345,345 BUKIT BATOK STREET 34 HDB-BUKIT BATOK SINGAPORE 650345,1.362848815,103.7508432
PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH BLK 275A (CC),ST0111,"275A,JURONG WEST STREET 25,#01-127,641275",641275,641275,275A JURONG WEST STREET 25 WENYA SINGAPORE 641275,1.352412935,103.70222120000001
PCF Sparkletots Preschool @ Hong Kah North Blk 276D (KN),ST0313,"276D,Jurong West Street 25,#01-11,644276",644276,644276,276D JURONG WEST STREET 25 WENYA SINGAPORE 644276,1.3536088380000002,103.7044931
PCF Sparkletots Preschool @ Hong Kah North Blk 750 (KN),ST0308,"750,Jurong West Street 73,#01-169,640750",640750,640750,750 JURONG WEST STREET 73 GEK POH VILLE SINGAPORE 640750,1.347937116,103.69919190000002
PCF Sparkletots Preschool @ Hong Kah North Blk 338 (KN),ST0319,"338,Bukit Batok Street 34,#01-338,650338",650338,650338,338 BUKIT BATOK STREET 34 HDB-BUKIT BATOK SINGAPORE 650338,1.3635524959999998,103.75094809999999
PCF Sparkletots Preschool @ Hong Kah North Blk 319 (KN),ST0318,"319,Bukit Batok Street 33,#01-40,650319",650319,650319,319 BUKIT BATOK STREET 33 HDB-BUKIT BATOK SINGAPORE 650319,1.36139508,103.7465167
PCF Sparkletots Preschool @ Henderson - Dawson Blk 124A (KN),ST0218,"124A,Bukit Merah View,#01-406,151124",151124,151124,124A BUKIT MERAH VIEW HDB-BUKIT MERAH SINGAPORE 151124,1.284887046,103.8227818
PCF SPARKLETOTS PRESCHOOL @ GEYLANG SERAI BLK 412 (CC),ST0054,"413,EUNOS ROAD 5,#01-84,400413",400413,400413,413 EUNOS ROAD 5 HDB-JALAN EUNOS SINGAPORE 400413,1.318517578,103.8987875
PCF Sparkletots Preschool @ Geylang Serai Blk 11 (KN),ST0236,"11,Eunos Cresent,#01-2737,400011",400011,400011,11 EUNOS CRESCENT HDB-JALAN EUNOS SINGAPORE 400011,1.321800289,103.9044243
PCF Sparkletots Preschool @ Geylang Serai Blk 14 (KN),ST0231,"14,Joo Seng Road,#01-103,360014",360014,360014,14 JOO SENG ROAD JOO SENG HEIGHTS SINGAPORE 360014,1.336073653,103.87985379999999
PCF Sparkletots Preschool @ Gambas Blk 461 (CC),ST0380,"461,YISHUN AVENUE 6,#02-01,MULTI STOREY CAR PARK,760461",760461,760461,461 YISHUN AVENUE 6 BLOSSOM SPRING @ YISHUN SINGAPORE 760461,1.428414719,103.8499728
PCF SPARKLETOTS PRESCHOOL @ GAMBAS BLK 115B (CC),ST0201,"115B,CANBERRA WALK,#01-137,EASTLACE @ CANBERRA,752115",752115,752115,115B CANBERRA WALK EASTLACE @ CANBERRA SINGAPORE 752115,1.446311229,103.82941690000001
PCF SPARKLETOTS PRESCHOOL @ GAMBAS BLK 105 (CC),ST0182,"105,CANBERRA STREET,#03-01,750105",750105,750105,105 CANBERRA STREET EASTBROOK @ CANBERRA SINGAPORE 750105,1.448864022,103.8323929
PCF SPARKLETOTS PRESCHOOL @ GAMBAS BLK 446 (CC),ST0112,"446,YISHUN AVENUE 11,#01-54,760446",760446,760446,446 YISHUN AVENUE 11 JADE SPRING @ YISHUN SINGAPORE 760446,1.4230322880000001,103.8451598
PCF Sparkletots Preschool @ Gambas Blk 309 (KN),ST0345,"309,Canberra Road,#01-109,750309",750309,750309,309 CANBERRA ROAD HDB-SEMBAWANG SINGAPORE 750309,1.4467573459999998,103.8215624
PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 108 (CC),ST0056,"108,BEDOK NORTH ROAD,#01-2222,460108",460108,460108,108 BEDOK NORTH ROAD FENGSHAN ESTATE SINGAPORE 460108,1.332740092,103.9362235
PCF SPARKLETOTS PRESCHOOL @ FENGSHAN BLK 184 (CC),ST0003,"184,BEDOK NORTH ROAD,#01-01,460184",460184,460184,184 BEDOK NORTH ROAD VISTA 8 SINGAPORE 460184,1.32609462,103.9413859
